=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.16 11:51:52 =~=~=~=~=~=~=~=~=~=~=~=
23A0  A1  A2
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.15 0.03
 
0.37 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.37 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.15 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.13 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.13 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.02
 
0.36 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.02
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.13 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.02
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.13 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.36 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.35 0.14 0.03
 
0.37 0.14 0.03
 
0.41 0.13 0.04
 
0.46 0.13 0.06
 
0.53 0.14 0.09
 
